This job can be monitored from: https://scruffy.c3se.chalmers.se/d/alvis-job/alvis-job?var-jobid=1721004&from=1704418954000
0.03076910972595215
[INFO] Trainer: ngp | 2024-01-05_02-43-07 | cuda:0 | fp16 | cunerf-rhino-fine
[INFO] #parameters: 3737530
[INFO] Loading latest checkpoint ...
[INFO] Latest checkpoint is cunerf-rhino-fine/checkpoints/ngp_ep0003.pth.tar
[INFO] loaded model.
==> Start Training Epoch 1, lr=0.001000 ...

  0% 0/690000 [00:00<?, ?it/s]
loss=0.1198 (0.1197): :  75% 520000/690000 [01:22<00:26, 6418.25it/s]
loss=0.1198 (0.1197): :  77% 530000/690000 [01:22<00:25, 6393.26it/s]
loss=0.1200 (0.1197): :  77% 530000/690000 [01:24<00:25, 6393.26it/s]
loss=0.1200 (0.1197): :  78% 540000/690000 [01:24<00:23, 6467.71it/s]
loss=0.1216 (0.1198): :  78% 540000/690000 [01:25<00:23, 6467.71it/s]
loss=0.1216 (0.1198): :  80% 550000/690000 [01:25<00:21, 6435.63it/s]
loss=0.1206 (0.1198): :  80% 550000/690000 [01:27<00:21, 6435.63it/s]
loss=0.1206 (0.1198): :  81% 560000/690000 [01:27<00:20, 6366.63it/s]
loss=0.1190 (0.1198): :  81% 560000/690000 [01:29<00:20, 6366.63it/s]
loss=0.1190 (0.1198): :  83% 570000/690000 [01:29<00:19, 6314.80it/s]
loss=0.1202 (0.1198): :  83% 570000/690000 [01:30<00:19, 6314.80it/s]
loss=0.1202 (0.1198): :  84% 580000/690000 [01:30<00:17, 6401.28it/s]
loss=0.1172 (0.1197): :  84% 580000/690000 [01:32<00:17, 6401.28it/s]
loss=0.1172 (0.1197): :  86% 590000/690000 [01:32<00:15, 6381.98it/s]
loss=0.1211 (0.1198): :  86% 590000/690000 [01:33<00:15, 6381.98it/s]
loss=0.1211 (0.1198): :  87% 600000/690000 [01:33<00:14, 6373.90it/s]
loss=0.1188 (0.1198): :  87% 600000/690000 [01:35<00:14, 6373.90it/s]
loss=0.1188 (0.1198): :  88% 610000/690000 [01:35<00:12, 6450.32it/s]
